date_reference;semaine_injection;Region_residence;Libelle_region;departement_residence;libelle_departement;population_insee;classe_age;libelle_classe_age;type_vaccin;effectif_1_inj;effectif_termine;effectif_cumu_1_inj;effectif_cumu_termine;taux_1_inj;taux_termine;taux_cumu_1_inj;taux_cumu_termine;date;Effectif_rappel;Effectif_cumu_rappel;Effectif_rappel_parmi_eligible;Effectif_eligible_au_rappel;TAUX_rappel;TAUX_CUMU_rappel;TAUX_CUMU_rappeleli
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;JCOVDEN Janssen;50;50;540;540;0.0;0.0;0.004;0.004;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;NUVAXOVID Novavax;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;Tout vaccin;4890;3860;108310;91860;0.036;0.029;0.806;0.683;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech;1480;1020;54420;50910;0.016;0.011;0.57;0.533;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX Moderna;260;220;6370;5600;0.003;0.002;0.067;0.059;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;VAXZEVRIA AstraZeneca;;70;16440;14940;;0.001;0.172;0.156;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;JCOVDEN Janssen;230;230;4160;4160;0.002;0.002;0.044;0.044;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;NUVAXOVID Novavax;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;Tout vaccin;1980;1550;81380;75610;0.021;0.016;0.853;0.792;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech;690;510;54050;52550;0.008;0.006;0.61;0.593;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX Moderna;140;110;5930;5560;0.002;0.001;0.067;0.063;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;VAXZEVRIA AstraZeneca;;40;18030;17080;;0.0;0.203;0.193;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;JCOVDEN Janssen;110;110;2230;2240;0.001;0.001;0.025;0.025;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;NUVAXOVID Novavax;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;Tout vaccin;940;770;80250;77430;0.011;0.009;0.905;0.874;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech;370;270;65390;63980;0.004;0.003;0.752;0.736;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX Moderna;130;90;4340;3980;0.001;0.001;0.05;0.046;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;VAXZEVRIA AstraZeneca;;30;5040;4730;;0.0;0.058;0.054;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;JCOVDEN Janssen;100;100;1350;1360;0.001;0.001;0.016;0.016;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;NUVAXOVID Novavax;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;Tout vaccin;600;490;76110;74050;0.007;0.006;0.876;0.852;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech;19070;13170;397690;344000;0.028;0.019;0.575;0.497;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX Moderna;2090;1580;37820;29810;0.003;0.002;0.055;0.043;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;VAXZEVRIA AstraZeneca;20;160;45390;37530;0.0;0.0;0.066;0.054;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;JCOVDEN Janssen;530;530;8650;8660;0.001;0.001;0.012;0.013;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;NUVAXOVID Novavax;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-08;;;;;;;
2022-11-06;2021-31;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;Tout vaccin;21700;15440;489540;420000;0.031;0.022;0.708;0.607;2021-08-08;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY Pfizer-BioNTech;;;30;;;;0.0;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;SPIKEVAX Moderna;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;JCOVDEN Janssen;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;NUVAXOVID Novavax;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;80827;00-11;de 0 à 11 ans;Tout vaccin;;;40;;;;0.0;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY Pfizer-BioNTech;2780;2300;24500;13040;0.059;0.049;0.524;0.279;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;SPIKEVAX Moderna;70;20;350;90;0.001;0.0;0.007;0.002;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;VAXZEVRIA AstraZeneca;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;JCOVDEN Janssen;;;20;20;;;0.0;0.0;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;NUVAXOVID Novavax;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;46746;12-17;de 12 à 17 ans;Tout vaccin;2840;2320;24880;13150;0.061;0.05;0.532;0.281;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY Pfizer-BioNTech;1970;2710;38350;29540;0.04;0.055;0.78;0.601;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;SPIKEVAX Moderna;170;320;3080;2080;0.003;0.006;0.063;0.042;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;VAXZEVRIA AstraZeneca;;;280;50;;;0.006;0.001;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;JCOVDEN Janssen;;;90;90;;;0.002;0.002;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;NUVAXOVID Novavax;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;49155;18-24;de 18 à 24 ans;Tout vaccin;2150;3030;41800;31750;0.044;0.062;0.85;0.646;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY Pfizer-BioNTech;3670;4680;76060;60980;0.033;0.043;0.694;0.556;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX Moderna;410;800;7820;5570;0.004;0.007;0.071;0.051;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;VAXZEVRIA AstraZeneca;;;1700;160;;;0.016;0.001;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;JCOVDEN Janssen;20;20;290;290;0.0;0.0;0.003;0.003;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;NUVAXOVID Novavax;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;109620;25-39;de 25 à 39 ans;Tout vaccin;4100;5500;85870;67000;0.037;0.05;0.783;0.611;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech;2900;3580;96200;86260;0.022;0.027;0.716;0.642;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX Moderna;430;710;11000;8770;0.003;0.005;0.082;0.065;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;VAXZEVRIA AstraZeneca;;;3890;590;;;0.029;0.004;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;JCOVDEN Janssen;40;40;580;580;0.0;0.0;0.004;0.004;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;NUVAXOVID Novavax;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;134420;40-54;de 40 à 54 ans;Tout vaccin;3360;4330;111670;96190;0.025;0.032;0.831;0.716;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech;1080;1120;55500;52030;0.011;0.012;0.581;0.545;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX Moderna;220;310;6590;5910;0.002;0.003;0.069;0.062;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;VAXZEVRIA AstraZeneca;;40;16440;14980;;0.0;0.172;0.157;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;JCOVDEN Janssen;170;170;4320;4330;0.002;0.002;0.045;0.045;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;NUVAXOVID Novavax;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;95442;55-64;de 55 à 64 ans;Tout vaccin;1460;1640;82840;77240;0.015;0.017;0.868;0.809;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech;490;500;54540;53060;0.006;0.006;0.615;0.599;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX Moderna;120;130;6040;5690;0.001;0.001;0.068;0.064;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;VAXZEVRIA AstraZeneca;;30;18030;17110;;0.0;0.203;0.193;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;JCOVDEN Janssen;90;90;2320;2330;0.001;0.001;0.026;0.026;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;NUVAXOVID Novavax;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;88627;65-74;de 65 à 74 ans;Tout vaccin;690;750;80940;78180;0.008;0.008;0.913;0.882;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech;340;280;65730;64260;0.004;0.003;0.756;0.739;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX Moderna;120;90;4460;4070;0.001;0.001;0.051;0.047;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;VAXZEVRIA AstraZeneca;;20;5040;4750;;0.0;0.058;0.055;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;JCOVDEN Janssen;80;80;1430;1430;0.001;0.001;0.016;0.016;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;NUVAXOVID Novavax;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;86933;75 et +;75 ans et plus;Tout vaccin;540;460;76650;74510;0.006;0.005;0.882;0.857;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech;13220;15170;410910;359170;0.019;0.022;0.594;0.519;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX Moderna;1540;2370;39350;32180;0.002;0.003;0.057;0.047;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;VAXZEVRIA AstraZeneca;;100;45390;37630;;0.0;0.066;0.054;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;JCOVDEN Janssen;390;390;9040;9050;0.001;0.001;0.013;0.013;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY Pfizer-BioNTech pédiatrique;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;NUVAXOVID Novavax;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;COMIRNATY ORIGINAL/OMICRON BA.5 Pfizer-B;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;SPIKEVAX ORIGINAL/OMICRON BA.1 Moderna;;;;;;;;;2021-08-15;;;;;;;
2022-11-06;2021-32;75;Nouvelle-Aquitaine;64;Pyrénées-Atlantiques;691770;TOUT_AGE;Tout âge;Tout vaccin;15150;18030;504690;438030;0.022;0.026;0.73;0.633;2021-08-15;;;;;;;
